season,crop_name,pest&disease_name,state,district,week1,week2,Tmin1,Tmin2,Tmax1,Tmax2,Tavg1,Tavg2,RHavg1,RHavg2,RHmax1,RHmax2,RHmin1,RHmin2,Rain1,Rain2,SSH1,SSH2,Wind1,Wind2,pest_slug
Kharif,Blackgram,Leafhopper,Odisha,Bargarh,5,9,22,24,33,35,,,,,78,82,52,56,45,68,7,10,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Bhadrak,4,6,24,26,31,33,,,,,85,89,59,63,58,84,5,8,6,9,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Balangir,6,9,22,24,34,36,,,,,76,80,50,54,42,65,7,10,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Boudh,5,8,23,25,33,35,,,,,79,83,53,57,46,70,6,9,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Cuttack,3,6,24,26,31,33,,,,,86,90,60,64,60,88,5,8,6,9,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Deogarh,5,9,23,25,32,34,,,,,80,84,55,59,48,72,6,9,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Dhenkanal,4,7,23,25,32,34,,,,,82,86,56,60,50,75,6,9,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Gajapati,3,5,24,26,30,32,,,,,88,92,62,66,65,92,5,8,6,9,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Ganjam,3,6,24,26,31,33,,,,,87,91,61,65,62,90,5,8,6,9,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Jagatsinghapur,3,5,25,27,31,33,,,,,89,93,63,67,68,96,5,8,7,10,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Jajpur,4,8,24,26,31,33,,,,,86,90,60,64,60,88,5,8,6,9,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Jharsuguda,6,9,23,25,34,36,,,,,77,81,51,55,44,68,7,10,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Kalahandi,5,8,22,24,33,35,,,,,78,82,52,56,46,70,7,10,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Kandhamal,3,6,23,25,30,32,,,,,90,94,64,68,70,98,5,8,6,9,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Kendrapara,3,5,25,27,31,33,,,,,89,93,63,67,68,96,5,8,7,10,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Keonjhar,4,9,23,25,32,34,,,,,83,87,57,61,52,78,6,9,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Khordha,4,7,24,26,31,33,,,,,86,90,60,64,60,88,5,8,6,9,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Koraput,3,5,23,25,29,31,,,,,91,95,65,69,75,104,5,8,6,9,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Malkangiri,3,5,24,26,30,32,,,,,92,96,66,70,78,108,5,8,7,10,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Mayurbhanj,4,8,23,25,32,34,,,,,84,88,58,62,55,82,6,9,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Nabarangpur,4,7,23,25,31,33,,,,,85,89,59,63,58,85,6,9,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Nayagarh,4,7,24,26,31,33,,,,,86,90,60,64,60,88,5,8,6,9,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Nuapada,6,9,22,24,34,36,,,,,76,80,50,54,42,65,7,10,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Puri,3,5,25,27,31,33,,,,,90,94,64,68,70,98,5,8,7,10,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Rayagada,3,6,24,26,30,32,,,,,91,95,65,69,72,100,5,8,6,9,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Sambalpur,5,8,23,25,33,35,,,,,79,83,53,57,48,72,6,9,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Sonepur,6,9,22,24,33,35,,,,,78,82,52,56,46,70,7,10,5,8,leafhopper
Kharif,Blackgram,Leafhopper,Odisha,Sundargarh,4,9,23,25,32,34,,,,,81,85,55,59,50,75,6,9,5,8,leafhopper
Kharif,Blackgram,Thrips,Odisha,Angul,3,6,22,24,33,35,,,,,76,80,50,54,38,58,7,10,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Balasore,3,5,23,25,32,34,,,,,80,84,54,58,42,65,6,9,6,9,thrips
Kharif,Blackgram,Thrips,Odisha,Bargarh,4,7,21,23,34,36,,,,,74,78,48,52,35,55,7,10,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Bhadrak,3,6,23,25,32,34,,,,,81,85,55,59,44,68,6,9,6,9,thrips
Kharif,Blackgram,Thrips,Odisha,Balangir,4,7,21,23,35,37,,,,,72,76,46,50,32,52,8,11,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Boudh,3,6,22,24,34,36,,,,,75,79,49,53,36,56,7,10,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Cuttack,3,5,23,25,32,34,,,,,82,86,56,60,45,70,6,9,6,9,thrips
Kharif,Blackgram,Thrips,Odisha,Deogarh,4,7,22,24,33,35,,,,,76,80,50,54,38,60,7,10,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Dhenkanal,3,6,22,24,33,35,,,,,77,81,51,55,40,62,7,10,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Gajapati,4,7,23,25,31,33,,,,,85,89,59,63,48,75,6,9,6,9,thrips
Kharif,Blackgram,Thrips,Odisha,Ganjam,3,5,23,25,32,34,,,,,84,88,58,62,46,72,6,9,6,9,thrips
Kharif,Blackgram,Thrips,Odisha,Jagatsinghapur,3,5,24,26,32,34,,,,,86,90,60,64,50,78,6,9,7,10,thrips
Kharif,Blackgram,Thrips,Odisha,Jajpur,3,6,23,25,32,34,,,,,83,87,57,61,45,70,6,9,6,9,thrips
Kharif,Blackgram,Thrips,Odisha,Jharsuguda,4,7,22,24,34,36,,,,,74,78,48,52,35,55,7,10,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Kalahandi,4,7,21,23,34,36,,,,,73,77,47,51,34,54,8,11,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Kandhamal,5,8,22,24,31,33,,,,,86,90,60,64,50,78,6,9,6,9,thrips
Kharif,Blackgram,Thrips,Odisha,Kendrapara,3,5,24,26,32,34,,,,,87,91,61,65,52,80,6,9,7,10,thrips
Kharif,Blackgram,Thrips,Odisha,Keonjhar,3,6,22,24,33,35,,,,,79,83,53,57,42,66,7,10,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Khordha,3,5,23,25,32,34,,,,,83,87,57,61,45,70,6,9,6,9,thrips
Kharif,Blackgram,Thrips,Odisha,Koraput,4,7,22,24,30,32,,,,,88,92,62,66,55,85,6,9,6,9,thrips
Kharif,Blackgram,Thrips,Odisha,Malkangiri,3,6,23,25,31,33,,,,,89,93,63,67,58,88,6,9,7,10,thrips
Kharif,Blackgram,Thrips,Odisha,Mayurbhanj,4,7,22,24,33,35,,,,,80,84,54,58,44,68,6,9,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Nabarangpur,4,7,22,24,32,34,,,,,81,85,55,59,46,72,6,9,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Nayagarh,3,5,23,25,32,34,,,,,82,86,56,60,45,70,6,9,6,9,thrips
Kharif,Blackgram,Thrips,Odisha,Nuapada,5,8,21,23,35,37,,,,,72,76,46,50,32,52,8,11,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Puri,3,5,24,26,32,34,,,,,87,91,61,65,52,80,6,9,7,10,thrips
Kharif,Blackgram,Thrips,Odisha,Rayagada,4,7,23,25,31,33,,,,,88,92,62,66,55,85,6,9,6,9,thrips
Kharif,Blackgram,Thrips,Odisha,Sambalpur,3,6,22,24,33,35,,,,,77,81,51,55,40,62,7,10,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Sonepur,4,7,21,23,34,36,,,,,75,79,49,53,38,58,7,10,5,8,thrips
Kharif,Blackgram,Thrips,Odisha,Sundargarh,3,6,22,24,33,35,,,,,78,82,52,56,42,66,6,9,5,8,thrips
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Angul,6,12,24,26,31,33,,,,,88,92,65,70,90,120,4,7,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Balasore,5,11,25,27,32,34,,,,,90,94,70,74,105,140,5,8,7,10,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Bargarh,6,13,24,26,32,34,,,,,85,90,62,68,80,110,6,9,6,10,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Bhadrak,5,12,25,27,31,33,,,,,91,95,72,76,110,145,4,7,7,11,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Balangir,7,13,24,26,33,35,,,,,83,88,60,65,75,105,6,9,5,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Boudh,6,12,24,26,32,34,,,,,86,91,64,69,85,115,5,8,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Cuttack,5,11,25,27,31,33,,,,,90,94,70,75,100,135,4,7,7,10,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Deogarh,6,12,24,26,32,34,,,,,87,91,63,68,88,118,5,8,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Dhenkanal,6,12,24,26,31,33,,,,,88,92,66,71,92,125,5,8,6,10,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Gajapati,7,13,25,27,30,32,,,,,92,96,75,80,120,155,4,6,7,10,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Ganjam,5,11,25,27,31,33,,,,,91,95,74,78,118,150,4,7,7,10,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Jagatsinghapur,5,11,25,27,30,32,,,,,93,96,76,80,115,148,4,7,8,11,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Jajpur,5,11,25,27,31,33,,,,,90,94,72,76,108,140,4,7,7,10,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Jharsuguda,6,12,24,26,33,35,,,,,84,89,60,65,78,108,6,9,5,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Kalahandi,7,13,24,26,32,34,,,,,85,90,62,67,82,112,6,9,5,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Kandhamal,7,13,23,25,30,32,,,,,91,95,70,75,125,160,4,7,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Kendrapara,5,11,25,27,30,32,,,,,93,96,75,80,118,152,4,7,8,11,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Keonjhar,6,12,24,26,31,33,,,,,88,92,66,71,95,125,5,8,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Khordha,5,11,25,27,31,33,,,,,90,94,72,76,102,138,4,7,7,10,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Koraput,7,13,23,25,29,31,,,,,93,96,75,80,130,168,3,6,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Malkangiri,7,13,24,26,30,32,,,,,94,97,76,82,135,175,3,6,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Mayurbhanj,6,12,24,26,31,33,,,,,89,93,68,73,98,130,5,8,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Nabarangpur,7,13,24,26,30,32,,,,,90,94,70,75,100,135,4,7,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Nayagarh,6,12,24,26,31,33,,,,,89,93,68,73,97,130,5,8,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Nuapada,7,13,24,26,33,35,,,,,83,88,60,65,75,105,6,9,5,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Puri,5,11,25,27,30,32,,,,,92,96,75,80,120,155,4,7,8,11,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Rayagada,7,13,23,25,29,31,,,,,93,96,74,79,128,168,3,6,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Sambalpur,6,12,24,26,32,34,,,,,86,90,64,69,85,115,5,8,6,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Sonepur,6,12,24,26,32,34,,,,,84,89,62,67,80,110,6,9,5,9,tobacco-caterpillar
Kharif,Blackgram,Tobacco Caterpillar,Odisha,Sundargarh,6,13,24,26,31,33,,,,,87,91,65,70,90,120,5,8,6,9,tobacco-caterpillar
Kharif,Blackgram,Bacterial Wilt,Odisha,Angul,4,9,24,26,31,33,,,,,82,88,60,66,45,65,5,7,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Balasore,4,8,25,27,30,32,,,,,85,90,64,70,55,75,4,6,4,6,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Bargarh,5,9,23,25,32,34,,,,,80,86,58,64,40,60,6,8,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Bhadrak,4,8,25,27,30,31,,,,,86,92,66,72,60,80,4,6,4,6,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Balangir,5,9,24,26,33,35,,,,,78,84,56,62,35,55,6,8,2,4,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Boudh,5,9,23,25,32,34,,,,,80,86,58,64,40,60,6,8,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Cuttack,4,8,25,27,30,32,,,,,85,90,64,70,55,75,4,6,4,6,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Deogarh,5,9,23,25,31,33,,,,,82,88,60,66,45,65,5,7,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Dhenkanal,4,9,24,26,31,33,,,,,82,88,60,66,45,65,5,7,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Gajapati,5,8,23,25,29,31,,,,,86,92,66,72,60,85,4,6,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Ganjam,5,9,24,26,30,32,,,,,85,90,64,70,55,80,4,6,4,6,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Jagatsinghapur,4,8,25,27,30,31,,,,,86,92,66,72,60,85,4,6,4,6,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Jajpur,4,8,25,27,30,32,,,,,85,90,64,70,55,80,4,6,4,6,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Jharsuguda,5,9,24,26,32,34,,,,,80,86,58,64,40,60,6,8,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Kalahandi,5,9,23,25,33,35,,,,,78,84,56,62,35,55,6,8,2,4,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Kandhamal,6,10,22,24,30,32,,,,,82,88,60,66,48,68,5,7,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Kendrapara,4,8,25,27,30,31,,,,,86,92,66,72,60,85,4,6,4,6,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Keonjhar,5,9,23,25,31,33,,,,,82,88,60,66,45,65,5,7,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Khordha,4,8,25,27,30,32,,,,,85,90,64,70,55,80,4,6,4,6,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Koraput,6,10,21,23,28,30,,,,,88,94,68,74,65,90,3,5,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Malkangiri,6,10,22,24,29,31,,,,,90,95,70,76,70,95,3,5,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Mayurbhanj,5,9,23,25,31,33,,,,,82,88,60,66,50,70,5,7,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Nabarangpur,6,10,22,24,29,31,,,,,88,94,68,74,65,90,3,5,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Nayagarh,5,9,23,25,31,33,,,,,82,88,60,66,45,65,5,7,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Nuapada,5,9,24,26,32,34,,,,,80,86,58,64,40,60,6,8,2,4,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Puri,4,8,25,27,30,31,,,,,86,92,66,72,60,85,3,5,4,6,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Rayagada,6,10,22,24,29,31,,,,,90,95,70,76,70,95,3,5,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Sambalpur,5,9,24,26,32,34,,,,,82,88,60,66,45,65,6,8,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Sonepur,5,9,24,26,32,34,,,,,80,86,58,64,40,60,6,8,3,5,bacterial-wilt
Kharif,Blackgram,Bacterial Wilt,Odisha,Sundargarh,5,9,23,25,31,33,,,,,82,88,60,66,50,70,5,7,3,5,bacterial-wilt
Kharif,Cotton,American Bollworm,Odisha,Angul,8,18,23,25,31,33,,,,,78,82,58,62,45,68,5,6,6,8,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Balasore,7,17,24,26,32,34,,,,,80,84,60,64,52,75,5,7,7,9,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Bargarh,8,19,22,24,30,32,,,,,76,81,56,60,40,63,6,7,5,7,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Bhadrak,7,18,24,27,33,35,,,,,82,86,61,65,55,78,5,7,7,9,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Balangir,9,19,23,25,31,34,,,,,75,80,55,59,38,60,6,7,6,8,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Boudh,8,18,23,26,32,34,,,,,77,82,57,61,42,65,6,8,6,8,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Cuttack,7,17,25,27,33,35,,,,,83,87,62,66,58,80,5,7,7,9,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Deogarh,8,18,22,24,30,32,,,,,74,79,54,58,35,57,6,7,5,7,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Dhenkanal,8,18,24,26,32,34,,,,,79,83,59,63,48,70,5,6,6,8,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Gajapati,9,19,25,27,32,34,,,,,84,88,63,67,60,85,4,6,7,9,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Ganjam,7,17,24,26,33,35,,,,,81,85,60,64,53,76,5,7,7,9,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Jagatsinghapur,7,16,25,28,33,36,,,,,85,89,64,68,62,88,4,6,8,10,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Jajpur,7,17,24,26,32,34,,,,,80,84,60,64,50,72,5,7,7,9,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Jharsuguda,8,18,22,24,31,33,,,,,73,78,53,57,33,55,6,7,5,7,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Kalahandi,9,20,23,25,31,34,,,,,76,81,55,59,39,62,6,8,6,8,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Kandhamal,9,19,22,24,29,31,,,,,82,86,61,65,58,82,4,6,6,8,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Kendrapara,7,16,25,28,33,36,,,,,86,90,65,69,65,90,4,6,8,10,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Keonjhar,8,18,22,24,30,32,,,,,75,80,55,59,37,59,6,7,5,7,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Khordha,7,17,24,26,32,34,,,,,81,85,60,64,52,74,5,7,7,9,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Koraput,9,20,23,25,29,31,,,,,88,92,67,71,70,95,4,6,6,8,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Malkangiri,9,20,24,26,30,32,,,,,87,91,66,70,72,98,4,6,7,9,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Mayurbhanj,8,18,22,24,30,32,,,,,74,79,54,58,36,58,6,7,5,7,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Nabarangpur,9,20,23,25,31,33,,,,,83,87,62,66,59,83,4,6,6,8,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Nayagarh,8,18,24,26,32,34,,,,,79,83,59,63,49,71,5,7,6,8,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Nuapada,9,20,23,25,31,33,,,,,72,77,52,56,34,56,6,7,5,7,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Puri,7,16,25,28,33,36,,,,,87,91,66,70,68,92,4,6,8,10,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Rayagada,9,20,23,25,29,31,,,,,89,93,68,72,75,100,4,6,6,8,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Sambalpur,8,18,23,25,31,33,,,,,76,81,55,59,41,63,6,8,6,8,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Sonepur,8,18,22,24,30,32,,,,,75,80,55,59,38,60,6,7,5,7,american-bollworm
Kharif,Cotton,American Bollworm,Odisha,Sundargarh,8,19,22,24,30,32,,,,,73,78,53,57,35,57,6,7,5,7,american-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Angul,11,17,24,26,32,34,,,,,76,80,56,60,40,55,6,7,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Balasore,10,18,25,27,33,35,,,,,82,86,62,66,55,72,5,6,7,9,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Bargarh,11,17,23,25,31,33,,,,,74,78,54,58,35,50,6,7,5,7,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Bhadrak,10,18,25,28,34,36,,,,,84,88,63,67,60,78,5,6,7,9,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Balangir,12,18,24,26,32,34,,,,,72,76,52,56,32,48,6,7,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Boudh,11,18,24,26,32,34,,,,,75,79,55,59,38,52,6,7,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Cuttack,10,17,26,28,34,36,,,,,85,89,64,68,62,80,5,6,7,9,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Deogarh,11,18,23,25,31,33,,,,,71,75,51,55,30,45,6,7,5,7,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Dhenkanal,11,18,25,27,33,35,,,,,78,82,58,62,45,60,6,7,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Gajapati,12,17,24,26,31,33,,,,,87,91,66,70,70,90,4,5,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Ganjam,10,18,25,27,33,35,,,,,83,87,62,66,58,75,5,6,7,9,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Jagatsinghapur,10,18,26,28,34,36,,,,,86,90,65,69,65,85,4,5,8,10,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Jajpur,10,18,25,27,33,35,,,,,81,85,60,64,50,65,5,6,7,9,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Jharsuguda,11,18,23,25,31,33,,,,,70,74,50,54,28,42,6,7,5,7,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Kalahandi,12,18,24,26,32,34,,,,,73,77,53,57,34,48,6,7,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Kandhamal,12,18,23,25,29,31,,,,,85,89,64,68,60,78,4,5,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Kendrapara,10,18,26,28,34,36,,,,,88,92,67,71,70,92,4,5,8,10,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Keonjhar,11,17,23,25,31,33,,,,,72,76,52,56,33,47,6,7,5,7,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Khordha,10,18,25,27,33,35,,,,,82,86,61,65,52,68,5,6,7,9,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Koraput,12,18,24,26,30,32,,,,,89,93,68,72,75,95,4,5,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Malkangiri,12,18,25,27,31,33,,,,,90,94,69,73,78,100,4,5,7,9,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Mayurbhanj,11,17,23,25,31,33,,,,,71,75,51,55,31,46,6,7,5,7,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Nabarangpur,12,18,24,26,32,34,,,,,86,90,65,69,68,88,4,5,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Nayagarh,11,17,25,27,33,35,,,,,79,83,59,63,48,63,5,6,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Nuapada,12,17,24,26,32,34,,,,,69,73,49,53,27,40,6,7,5,7,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Puri,10,18,26,28,34,36,,,,,89,93,68,72,72,94,4,5,8,10,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Rayagada,12,17,24,26,30,32,,,,,91,95,70,74,80,105,4,5,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Sambalpur,11,17,24,26,32,34,,,,,74,78,54,58,36,50,6,7,6,8,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Sonepur,11,17,23,25,31,33,,,,,73,77,53,57,34,48,6,7,5,7,pink-bollworm
Kharif,Cotton,Pink Bollworm,Odisha,Sundargarh,11,18,23,25,31,33,,,,,70,74,50,54,29,43,6,7,5,7,pink-bollworm
Kharif,Cotton,Spotted Bollworm,Odisha,Angul,11,17,24,26,32,34,,,,,75,79,55,59,38,52,6,7,6,8,spotted-bollworm
Kharif,Cotton,Spotted Bollworm,Odisha,Balasore,12,16,25,27,33,35,,,,,81,85,61,65,54,70,5,6,7,9,spotted-bollworm
Kharif,Cotton,Spotted Bollworm,Odisha,Bargarh,10,18,23,25,31,33,,,,,73,77,53,57,34,48,6,7,5,7,spotted-bollworm
Kharif,Cotton,Spotted Bollworm,Odisha,Bhadrak,12,17,26,28,34,36,,,,,83,87,63,67,58,75,5,6,7,9,spotted-bollworm
Kharif,Cotton,Spotted Bollworm,Odisha,Balangir,10,18,24,26,32,34,,,,,71,75,51,55,30,44,6,7,6,8,spotted-bollworm
Kharif,Cotton,Spotted Bollworm,Odisha,Boudh,11,17,24,26,32,34,,,,,74,78,54,58,36,50,6,7,6,8,spotted-bollworm
Kharif,Cotton,Spotted Bollworm,Odisha,Cuttack,12,16,26,28,34,36,,,,,84,88,64,68,60,78,5,6,7,9,spotted-bollworm
Kharif,Cotton,Spotted Bollworm,Odisha,Deogarh,10,17,23,25,31,33,,,,,70,74,50,54,28,42,6,7,5,7,spotted-bollworm
Kharif,Cotton,Spotted Bollworm,Odisha,Dhenkanal,11,17,25,27,33,35,,,,,77,81,57,61,42,56,6,7,6,8,spotted-bollworm
